,scene_id,text,character,cAGR,cCON,cEXT,cOPN,cNEU
118,01_e18_c01,"<b>s01_e18_c01(1) for Chandler Bing</b><br><br><b>Ross Geller</b>: Look, I am totally, totally over her, OK, I just... (Rachel comes over, Ross lays head on table): Hiiii!<br><br><b>Rachel Green</b>: Hi! How are you?<br><br><b>Ross Geller</b>: We're fine, we're fine.<br><br><b>Rachel Green</b>: OK. (walks away)<br><br>(Ross keeps staring at her, head on table. Chandler smacks him with a newspaper. Joey enters, Ross and Chandler laugh at him.)<br><br><b>Joey Tribbiani</b>: Shut up!<br><br><b>Chandler Bing</b>: We're notwe're not saying anything.<br><br><b>Phoebe Buffay</b>: What?<br><br><b>Ross Geller</b>: Uhhhh... Joey cried last night.<br><br><b>Joey Tribbiani</b>: Thank you.<br><br><b>Chandler Bing</b>: (to the girls) We were playing poker, alright...<br><br><b>Joey Tribbiani</b>: There was chocolate on the three. It looked like an eight, alright?<br><br><b>Ross Geller</b>: Oh, guys, you should've seen him. 'Read 'em and weep.'<br><br><b>Chandler Bing</b>: And then he did.<br><br><b>Rachel Green</b>: Well, now, how come you guys have never played poker with us?<br><br><b>Phoebe Buffay</b>: Yeah, what is that? Like, some kind of guy thing? Like, some kind of sexist guy thing? Like it's poker, so only guys can play?<br><br><b>Ross Geller</b>: No, women are welcome to play.<br><br><b>Phoebe Buffay</b>: Oh, OK, so then what is it? Some kind of... you know, like, like... some kind of, y'know, like... alright, what is it?<br><br><b>Chandler Bing</b>: There just don't happen to be any women in our games.<br><br>",Chandler Bing,1,1,1,1,1
119,01_e18_c01,"<b>s01_e18_c01(0) for Monica Geller</b><br><br><b>Monica Geller</b>: Hey, guys.<br><br><b>Chandler, Ross</b>: Hey.<br><br><b>Rachel Green</b>: Hey... hi, ladies... uh, can I get you anything? (to Monica, quietly): Did you bring the mail?<br><br><b>Monica Geller</b>: Lots of responses.<br><br><b>Rachel Green</b>: (to Monica): Really? (out loud): Sure, we have scones left! (to Monica): OK, read them to me.<br><br><b>Phoebe Buffay</b>: (reading): Dear Ms. Green, thank you for your inquiry, however... oh... (crumples up letter)<br><br><b>Rachel Green</b>: (out loud): We have apple cinnamon...<br><br><b>Monica Geller</b>: (reading): OK... Dear Ms. Green... yeah... yeah... yeah... No. (crumpes up letter)<br><br>",Monica Geller,1,1,1,1,0
120,01_e18_c02,"<b>s01_e18_c02(0) for Joey Tribbiani</b><br><br><b>Ross Geller</b>: Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy...<br><br><b>Phoebe Buffay</b>: But... I'm ready, so, just deal.<br><br><b>Chandler Bing</b>: OK, alright, last minute lesson, last minute lesson. (holds up two cards) Joey... three... eight. Eight... three. (Joey is unamused) Alright babe, deal the cards.<br><br>(Time lapse.)<br><br><b>Monica Geller</b>: (throws down her cards) Dammit, dammit, dammit!<br><br><b>Phoebe Buffay</b>: (to Joey): Oh I see, so then, you were lying.<br><br><b>Joey Tribbiani</b>: About what?<br><br><b>Phoebe Buffay</b>: About how good your cards were.<br><br><b>Joey Tribbiani</b>: Heh... I was bluffing.<br><br>",Joey Tribbiani,0,1,1,1,0
121,01_e18_c02,"<b>s01_e18_c02(1) for Rachel Green</b><br><br><b>Phoebe Buffay</b>: (to Joey): Oh I see, so then, you were lying.<br><br><b>Joey Tribbiani</b>: About what?<br><br><b>Phoebe Buffay</b>: About how good your cards were.<br><br><b>Joey Tribbiani</b>: Heh... I was bluffing.<br><br><b>Phoebe Buffay</b>: A-ha! And... what is bluffing? Is it not another word for... lying?<br><br><b>Rachel Green</b>: OK, sorry to break up this party, but I've got resumes to fax before work tomorrow... (gets up to leave)<br><br><b>Guys</b>: Whoa, whoa, whoa!<br><br><b>Chandler Bing</b>: Rach, Rach, we gotta settle.<br><br><b>Rachel Green</b>: Settle what?<br><br><b>Chandler Bing</b>: The... Jamestown colony of Virginia. You see, King George is giving us the land, so...<br><br><b>Ross Geller</b>: The game, Rachel, the game. You owe us money for the game.<br><br><b>Rachel Green</b>: Oh. Right.<br><br>",Rachel Green,1,1,1,1,0
122,01_e18_c02,"<b>s01_e18_c02(0) for Chandler Bing</b><br><br><b>Rachel Green</b>: Oh, no-no-no-no-no-no, that's OK, I don't need them. I'm going for fours.<br><br><b>Ross Geller</b>: Oh, you're... (gives up)<br><br>(Monica comes back to the table with plates of food.)<br><br><b>Monica Geller</b>: Alright, here we go. We've got salmon roulettes and assorted crudites.<br><br><b>Phoebe, Rachel</b>: OOooooo!<br><br><b>Joey Tribbiani</b>: Whoa, whoa, whoa, Monica, what're you doin'? This is a poker game. You can't serve food with more than one syllable. It's gotta be like chips, or dip, or pretz...(look of realization)<br><br><b>Chandler Bing</b>: (changing subject) OK, so at this point, the dealer...<br><br><b>Monica Geller</b>: Alright, you know, we got it, we got it. Let's play for real. High stakes... big bucks...<br><br><b>Ross Geller</b>: Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy...<br><br><b>Phoebe Buffay</b>: But... I'm ready, so, just deal.<br><br><b>Chandler Bing</b>: OK, alright, last minute lesson, last minute lesson. (holds up two cards) Joey... three... eight. Eight... three. (Joey is unamused) Alright babe, deal the cards.<br><br>(Time lapse.)<br><br>",Chandler Bing,0,0,0,1,0
123,01_e18_c02,"<b>s01_e18_c02(0) for Ross Geller</b><br><br><b>Monica Geller</b>: So I wouldn't need any, right? Cause I have a straight.<br><br><b>Rachel Green</b>: Oh, good for you!<br><br><b>Phoebe Buffay</b>: Congratulations!<br><br>(Microwave timer goes off. Monica gets up.)<br><br><b>Chandler Bing</b>: OK Phoebs, how many do you want?<br><br><b>Phoebe Buffay</b>: OK, I just need two... the, um, ten of spades and the six of clubs.<br><br><b>Ross Geller</b>: No. No, uh, Phoebs? You can'tyou can't do...<br><br><b>Rachel Green</b>: Oh wait, I have the ten of spades! Here! (gives it to Phoebe)<br><br><b>Ross Geller</b>: No, no. Uh... no, see, uh, you-you can't do that.<br><br><b>Rachel Green</b>: Oh, no-no-no-no-no-no, that's OK, I don't need them. I'm going for fours.<br><br><b>Ross Geller</b>: Oh, you're... (gives up)<br><br>(Monica comes back to the table with plates of food.)<br><br>",Ross Geller,1,1,1,1,1
124,01_e18_c04,"<b>s01_e18_c04(0) for Phoebe Buffay</b><br><br><b>Rachel Green</b>: (opening mail) Can you believe what a jerk Ross was being?<br><br><b>Monica Geller</b>: Yeah, I know. He can get really competitive.<br><br><b>Phoebe Buffay</b>: Ha. Ha, ha.<br><br><b>Monica Geller</b>: What?<br><br><b>Phoebe Buffay</b>: Oh, hello, kettle? This is Monica. You're black.<br><br>",Phoebe Buffay,0,1,0,1,1
125,01_e18_c07,"<b>s01_e18_c07(1) for Monica Geller</b><br><br><b>Rachel Green</b>: Dealer takes two. (she deals herself two cards) What do you bet?<br><br><b>Ross Geller</b>: I bet two dollars. (throws it in)<br><br><b>Rachel Green</b>: OK... see your two... and I raise you twenty. (throws it in)<br><br><b>Ross Geller</b>: I see your twenty, raise you twenty-five. (throws it in)<br><br>(The other four look amazed at the large pot.)<br><br><b>Rachel Green</b>: See your twenty-five...and...uh, Monica, get my purse.<br><br>(Monica gets up, looks in Rachel's purse.)<br><br><b>Monica Geller</b>: Rachel, there's nothing in it.<br><br><b>Rachel Green</b>: OK, then get me your purse.<br><br>(Monica gets Rachel her purse.)<br><br><b>Monica Geller</b>: OK, here you go. Good luck.<br><br>",Monica Geller,0,1,1,0,0
126,01_e18_c07,"<b>s01_e18_c07(2) for Ross Geller</b><br><br><b>Rachel Green</b>: Yeah...(sigh)....OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante.<br><br><b>Joey Tribbiani</b>: Look, Rachel, we don't have to do this.<br><br><b>Rachel Green</b>: Yes, we do. (pause)<br><br><b>Monica Geller</b>: Alright, check.<br><br><b>Joey Tribbiani</b>: Check.<br><br><b>Ross Geller</b>: I'm in for fifty cents. (throws it in)<br><br><b>Chandler Bing</b>: Call.<br><br><b>Phoebe Buffay</b>: I'm in.<br><br><b>Rachel Green</b>: I see your fifty cents... and I raise you... five dollars. (throws it in)<br><br><b>Ross Geller</b>: I thought, uh... it was a fifty cent limit.<br><br><b>Rachel Green</b>: Well, I just lost a job, and I'd like to raise the bet five bucks. Does anybody have a problem with that?<br><br>(Everyone says no and folds, except for Ross, who thinks about it.)<br><br><b>Rachel Green</b>: (to Ross): Loser?<br><br>(Chandler, Monica, Joey, and Phoebe back their chairs away from the table.)<br><br><b>Ross Geller</b>: No, I fold. (lays cards down, and gets up)<br><br><b>Rachel Green</b>: What do you mean, you fold? Hey, come on! What is this? I thought that 'once the cards were dealt, I'm not a nice guy.' I mean, what, were you just full of it?<br><br>(Ross thinks it over, finally sits down and picks up his cards.)<br><br><b>Ross Geller</b>: I'm in. (throws in chips)<br><br><b>Rachel Green</b>: How many you want?<br><br><b>Ross Geller</b>: One. (Rachel gives him the card.)<br><br><b>Rachel Green</b>: Dealer takes two. (she deals herself two cards) What do you bet?<br><br><b>Ross Geller</b>: I bet two dollars. (throws it in)<br><br><b>Rachel Green</b>: OK... see your two... and I raise you twenty. (throws it in)<br><br><b>Ross Geller</b>: I see your twenty, raise you twenty-five. (throws it in)<br><br>(The other four look amazed at the large pot.)<br><br>",Ross Geller,0,0,0,1,1
127,01_e18_c07,"<b>s01_e18_c07(0) for Ross Geller</b><br><br><b>Ross Geller</b>: So, you gals wanna hand over your money now? That way, we don't have to go through the formality of actually playing.<br><br><b>Rachel Green</b>: Ooooh, that's fine. We'll see who has the last laugh there, monkey boy.<br><br><b>Monica Geller</b>: OK, we done with the chit-chat? Are we ready to play some serious poker?<br><br><b>Phoebe Buffay</b>: (holding a card and waving it in front of her face) Hey you guys, look, the one-eyed jack follows me wherever I go. (they look at her) Right, OK, serious poker.<br><br>(Ross gets up from the table.)<br><br><b>Monica Geller</b>: Excuse me, where are you going?<br><br><b>Ross Geller</b>: Uh... to the bathroom.<br><br><b>Monica Geller</b>: Do you want to go to the bathroom, or do you wanna play poker?<br><br><b>Ross Geller</b>: I want to go to the bathroom. (exits)<br><br>",Ross Geller,1,1,1,1,1
128,01_e19_c02,"<b>s01_e19_c02(0) for Rachel Green</b><br><br><b>Monica Geller</b>: Mail call, Rachel Green, bunk seven.<br><br><b>Rachel Green</b>: Thank you. (Examines it) Oh, cool! Free sample of coffee!<br><br><b>Monica Geller</b>: Oh good! 'Cause where else would we get any?<br><br><b>Rachel Green</b>: Oh. Right. ...Oh great.<br><br><b>Monica Geller</b>: What is it?<br><br><b>Rachel Green</b>: Country club newsletter. My mother sends me the engagement notices for 'inspiration.' Oh my God! Oh my God, it's Barry and Mindy!<br><br>",Rachel Green,0,1,0,1,1
129,01_e19_c03,"<b>s01_e19_c03(0) for Ross Geller</b><br><br><b>Ross Geller</b>: Marcel. Bring me the rice, c'mon. Bring me the rice, c'mon. Good boy. Good boy. C'mere, gimme the rice. (Marcel brings the rice) Thank you, good boy. Well, I see he's finally mastered the difference between 'bring me the' and 'pee in the'. (Rachel ignores him) 'Bring me the' and- Rach?<br><br><b>Rachel Green</b>: What?<br><br><b>Ross Geller</b>: Hi.<br><br><b>Rachel Green</b>: Oh, I'm sorry. Oh, this is so stupid! I mean, I gave Barry up, right? I should be happy for them! I am, I'm happy for them.<br><br><b>Ross Geller</b>: Really.<br><br><b>Rachel Green</b>: No. Oh, oh, I guess it would be different if I were- with somebody.<br><br><b>Ross Geller</b>: Whoah, uh, what happened to, uh, 'Forget relationships! I'm done with men!' The whole, uh, penis embargo?<br><br><b>Rachel Green</b>: Oh, I don't know. I guess it's not about no guys, it's about the right guy, y'know? I mean, with Barry, it was safe and it was easy, but there was no heat. With Paolo, that's all there was, was heat! And it was just this raw, animal, sexual...<br><br><b>Ross Geller</b>: Wait-wait. I, I got it. I was there.<br><br><b>Rachel Green</b>: Well, I mean, do you think you can ever have both? Y'know? Someone who's like, who's like your best friend, but then also can make your toes curl?<br><br><b>Ross Geller</b>: Yes. Yes. Yes! Yes, I really do! In fact, it's funny, very often, someone who you wouldn't think could-could curl your toes, might just be the one who...<br><br>(Enter the other four)<br><br><b>Monica Geller</b>: Hi.<br><br><b>Ross Geller</b>: ...Gets interrupted. Hi!<br><br>",Ross Geller,0,0,0,1,1
130,01_e19_c03,"<b>s01_e19_c03(0) for Monica Geller</b><br><br><b>Ross Geller</b>: Whoah, uh, what happened to, uh, 'Forget relationships! I'm done with men!' The whole, uh, penis embargo?<br><br><b>Rachel Green</b>: Oh, I don't know. I guess it's not about no guys, it's about the right guy, y'know? I mean, with Barry, it was safe and it was easy, but there was no heat. With Paolo, that's all there was, was heat! And it was just this raw, animal, sexual...<br><br><b>Ross Geller</b>: Wait-wait. I, I got it. I was there.<br><br><b>Rachel Green</b>: Well, I mean, do you think you can ever have both? Y'know? Someone who's like, who's like your best friend, but then also can make your toes curl?<br><br><b>Ross Geller</b>: Yes. Yes. Yes! Yes, I really do! In fact, it's funny, very often, someone who you wouldn't think could-could curl your toes, might just be the one who...<br><br>(Enter the other four)<br><br><b>Monica Geller</b>: Hi.<br><br><b>Ross Geller</b>: ...Gets interrupted. Hi!<br><br><b>Rachel Green</b>: Hi, how was the movie?<br><br><b>Monica Geller</b>: Wonderful!<br><br>",Monica Geller,1,1,0,0,0
131,01_e19_c04,"<b>s01_e19_c04(0) for Ross Geller</b><br><br><b>Chandler Bing</b>: I can't believe we are even having this discussion.<br><br><b>Joey Tribbiani</b>: I agree. I'm, like, in disbelief.<br><br><b>Chandler Bing</b>: I mean, don't you think if things were gonna happen with Rachel, they would've happened already?<br><br><b>Ross Geller</b>: I'm telling you, she said she's looking for a relationship with someone exactly like me.<br><br><b>Joey Tribbiani</b>: She really said that?<br><br><b>Ross Geller</b>: Well, I added the 'exactly like me' part... But she said she's looking for someone, and someone is gonna be there tonight.<br><br>",Ross Geller,1,0,1,1,0
132,01_e19_c05,"<b>s01_e19_c05(0) for Phoebe Buffay</b><br><br><b>Rachel Green</b>: I don't know. We were watching TV, and then he pooped in Monica's shoe-<br><br><b>Monica Geller</b>: Wait. He pooped in my shoe? Which one?<br><br><b>Rachel Green</b>: I don't know. The left one.<br><br><b>Monica Geller</b>: Which ones?<br><br><b>Rachel Green</b>: Oh. Oh, those little clunky Amish things you think go with everything.<br><br><b>Phoebe Buffay</b>: (Entering) Hey.<br><br><b>All</b>: Hi.<br><br><b>Phoebe Buffay</b>: Whoah, ooh, why is the air in here so negative?<br><br><b>Chandler Bing</b>: Rachel lost Marcel.<br><br><b>Phoebe Buffay</b>: Oh no, how?<br><br><b>Monica Geller</b>: He- he pooped in my shoe.<br><br><b>Phoebe Buffay</b>: Which one?<br><br><b>Monica Geller</b>: Those cute little black ones I wear all the time.<br><br><b>Phoebe Buffay</b>: No, which one? The right or left? 'Cause the left one is lucky...<br><br>",Phoebe Buffay,1,0,1,0,0
133,01_e19_c05,"<b>s01_e19_c05(1) for Monica Geller</b><br><br><b>Phoebe Buffay</b>: (Entering) Hey.<br><br><b>All</b>: Hi.<br><br><b>Phoebe Buffay</b>: Whoah, ooh, why is the air in here so negative?<br><br><b>Chandler Bing</b>: Rachel lost Marcel.<br><br><b>Phoebe Buffay</b>: Oh no, how?<br><br><b>Monica Geller</b>: He- he pooped in my shoe.<br><br><b>Phoebe Buffay</b>: Which one?<br><br><b>Monica Geller</b>: Those cute little black ones I wear all the time.<br><br>",Monica Geller,1,1,1,1,1
134,01_e19_c06,"<b>s01_e19_c06(1) for Chandler Bing</b><br><br><b>Joey Tribbiani</b>: Um, sure! Did you, uh, did you try turning the knob back the other way?<br><br><b>Woman No. 1</b>: Of course.<br><br><b>Joey Tribbiani</b>: Oh. Then, no.<br><br>(Another sweaty woman comes to the door and speaks to her friend)<br><br><b>Woman No. 2</b>: Did I put too much rum in here?<br><br>(Joey and Chandler shoot each other glances)<br><br><b>Woman No. 1</b>: Just a sec. (To Chandler and Joey) Hope you find your monkey. (She starts to shut the door)<br><br><b>Chandler Bing</b>: Oh, nononowaitwaitwaitnono! Uh... we may not know anything about radiators per se, but we do have a certain amount of expertise in the heating and cooling... mileu.<br><br><b>Joey Tribbiani</b>: Uh, aren't we kind of in the middle of something here?<br><br><b>Chandler Bing</b>: Yes, but these women are very hot, and they need our help! And they're very hot.<br><br><b>Joey Tribbiani</b>: We can't, alright? (To the women) We're sorry. You have no idea how sorry, but... We promised we'd find this monkey. If you see him, he's about yea high and answers to the name Marcel, so if we could get some pictures of you, you'd really be helping us out.<br><br>(The women quickly shut the door)<br><br><b>Chandler Bing</b>: Okay, from now on, you don't get to talk to other people.<br><br><b>Joey Tribbiani</b>: Marcel?<br><br><b>Chandler Bing</b>: Marcel?!<br><br>[Cut to Monica and Phoebe searching the basement.]<br><br>",Chandler Bing,0,1,0,0,0
135,01_e19_c06,"<b>s01_e19_c06(0) for Chandler Bing</b><br><br><b>Luisa</b>: Ah, it's not so much you, you were fat, you had your own problems. (To Rachel) But you? What a bitch!<br><br><b>Rachel Green</b>: What?!<br><br><b>Monica Geller</b>: Be that as it may, d'you think you could just help us out here on that monkey thing? Y'know, just for old times' sake? Go Bobcats?<br><br><b>Luisa</b>: I could... but I won't. If I find that monkey, he's mine. (Leaves)<br><br><b>Phoebe Buffay</b>: Dun-dun-duuuur! Sorry.<br><br>[Cut to another part of the building. We see Marcel jump in through a window and run down some stairs, then Chandler and Joey come down from the upper floor without noticing.]<br><br><b>Chandler Bing</b>: Marcel?<br><br><b>Joey Tribbiani</b>: Marcel?<br><br><b>Chandler Bing</b>: Marcel?<br><br><b>Joey Tribbiani</b>: Marcel?<br><br>(They come to a door and silently agree to try it. A very sweaty woman emerges)<br><br><b>Woman No. 1</b>: Hi, can I help you?<br><br>(Chandler and Joey are dumbstruck for a moment)<br><br><b>Chandler Bing</b>: Um, we're kind of having an emergency and we-we were looking for something...<br><br><b>Joey Tribbiani</b>: A monkey.<br><br><b>Chandler Bing</b>: Yes have you seen any?<br><br>",Chandler Bing,1,0,1,1,1
136,01_e20_c02,"<b>s01_e20_c02(0) for Ross Geller</b><br><br><b>Joey Tribbiani</b>: Her answer machine?<br><br><b>Chandler Bing</b>: No, interestingly enough her leaf blower picked up.<br><br><b>Phoebe Buffay</b>: So, uh, why didn't you say anything?<br><br><b>Chandler Bing</b>: Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""<br><br><b>Monica Geller</b>: Look look! It's Rachel and Barry. No, don't everybody look at once!<br><br><b>Ross Geller</b>: Okay, okay, what's going on?<br><br><b>Phoebe Buffay</b>: Okay, they're just talking...<br><br><b>Ross Geller</b>: Yeah, well, does he look upset? Does he look like he was just told to shove anything?<br><br><b>Phoebe Buffay</b>: No, no actually, he's smiling.. and... Oh my God, don't do that!!<br><br><b>Ross Geller</b>: What? What? What?!<br><br>",Ross Geller,0,0,1,1,0
137,01_e20_c02,"<b>s01_e20_c02(1) for Ross Geller</b><br><br><b>Chandler Bing</b>: Hey Rach!<br><br><b>Monica Geller</b>: How'd it go?<br><br><b>Rachel Green</b>: Y'know, it was, uh.. it was actually really great. He took me to lunch at the Russian Tea Room, and I had that chicken, where y'know you poke it and all the butter squirts out...<br><br><b>Phoebe Buffay</b>: Not a good day for birds...<br><br><b>Rachel Green</b>: Then we took a walk down to Bendall's, and I told him not to, but he got me a little bottle of Chanel...<br><br><b>Ross Geller</b>: That's nice... now, was that before or after you told him to stop calling, stop sending you flowers and to generally leave you alone, hmm?<br><br><b>Rachel Green</b>: Right,.. well,.. we never actually got to that... Oh, it was just so nice to see him again, y'know? It was comfortable, it was familiar... it was just nice!<br><br><b>Ross Geller</b>: That's, that's nice twice!<br><br>",Ross Geller,1,1,1,0,0
138,01_e20_c04,"<b>s01_e20_c04(0) for Monica Geller</b><br><br><b>Chandler Bing</b>: (on phone, reading from a script) Oh, Danielle! I wasn't expecting the machine... Give me a call when you get a chance. (Rattles some dishes) Bye-bye. (Hangs up.) Oh God!<br><br><b>Monica Geller</b>: That's what you've been working on for the past two hours?!<br><br><b>Chandler Bing</b>: Hey, I've been honing!<br><br><b>Ross Geller</b>: What was with the dishes?<br><br><b>Chandler Bing</b>: Oh, uh.. I want her to think I might be in a restaurant.. y'know? I might have some kind of life, like I haven't been sitting around here honing for the past few hours.<br><br><b>Monica Geller</b>: (looking out the window) Look look! He's doing it again, the guy with the telescope!<br><br><b>Phoebe Buffay</b>: Oh my God! (Walks to the window) Go away! (Gesturing.) Stop looking in here!<br><br><b>Monica Geller</b>: Great, now he's waving back.<br><br><b>Joey Tribbiani</b>: Man, we gotta do something about that guy. This morning, I caught him looking into our apartment. It creeps me out! I feel like I can't do stuff!<br><br>",Monica Geller,1,0,0,1,1
139,01_e20_c05,"<b>s01_e20_c05(0) for Barry</b><br><br><b>Barry</b>: What's the matter?<br><br><b>Rachel Green</b>: Oh, it's just... Oh, Barry, this was not good.<br><br><b>Barry</b>: No, it was. It was very very good.<br><br><b>Rachel Green</b>: Well, what about Mindy?<br><br><b>Barry</b>: Oh, way, way better than Mindy.<br><br><b>Rachel Green</b>: No, not that, I mean, what about you and Mindy?<br><br><b>Barry</b>: Well, if you want, I'll justI'll just break it off with her.<br><br><b>Rachel Green</b>: No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.<br><br><b>Bernice</b>: (over intercom) Dr. Farber, Bobby Rush is here for his adjustment.<br><br><b>Barry</b>: (into intercom) Thanks, Bernice. (To Rachel) Let's go away this weekend.<br><br><b>Rachel Green</b>: Oh, Barry..! Come on, this is all way too..<br><br><b>Barry</b>: We can, we can go to Aruba! When I went there on what would have been our honeymoon, it was, uh... it was really nice. You would've liked it.<br><br>(Pause as Rachel realises...)<br><br>",Barry,1,0,1,0,1
140,01_e20_c05,"<b>s01_e20_c05(0) for Rachel Green</b><br><br><b>Barry</b>: What's the matter?<br><br><b>Rachel Green</b>: Oh, it's just... Oh, Barry, this was not good.<br><br><b>Barry</b>: No, it was. It was very very good.<br><br><b>Rachel Green</b>: Well, what about Mindy?<br><br><b>Barry</b>: Oh, way, way better than Mindy.<br><br><b>Rachel Green</b>: No, not that, I mean, what about you and Mindy?<br><br><b>Barry</b>: Well, if you want, I'll justI'll just break it off with her.<br><br><b>Rachel Green</b>: No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.<br><br><b>Bernice</b>: (over intercom) Dr. Farber, Bobby Rush is here for his adjustment.<br><br><b>Barry</b>: (into intercom) Thanks, Bernice. (To Rachel) Let's go away this weekend.<br><br><b>Rachel Green</b>: Oh, Barry..! Come on, this is all way too..<br><br><b>Barry</b>: We can, we can go to Aruba! When I went there on what would have been our honeymoon, it was, uh... it was really nice. You would've liked it.<br><br>(Pause as Rachel realises...)<br><br>",Rachel Green,1,0,1,1,0
141,01_e20_c07,"<b>s01_e20_c07(1) for Joey Tribbiani</b><br><br><b>Rachel Green</b>: Get down?<br><br><b>Chandler Bing</b>: ...And boogie!<br><br><b>Rachel Green</b>: Thanks, but I gotta go to work and get my eyes scratched out by Mindy.<br><br><b>Monica Geller</b>: Relax. Y'know, she may not even know.<br><br><b>Rachel Green</b>: Please. I haven't heard from her in seven months, and now she calls me? I mean, what else is it about? Oh! She was my best friend, you guys! We went to camp together... she taught me how to kiss..<br><br><b>Joey Tribbiani</b>: (intrigued) Yeah?<br><br><b>Rachel Green</b>: And now, y'know, I'm like... I'm like the other woman! I feel so..<br><br><b>Joey Tribbiani</b>: ..Naughty!<br><br><b>Rachel Green</b>: Right, I'll see you guys later...<br><br><b>Joey Tribbiani</b>: Oh, hold up, I'll walk out with you. Now, Rach, when she taught you to kiss, you were at camp, and.. were you wearing any kinda little uniform, or- (Rachel exits and slams the door in his face.) That's fine, yeah...<br><br>(Joey exits.)<br><br>",Joey Tribbiani,0,1,0,0,1
142,01_e20_c07,<b>s01_e20_c07(0) for Chandler Bing</b><br><br><b>Monica Geller</b>: Brrrrrrr!<br><br>(Chandler clutches at his phone before realising.)<br><br><b>Chandler Bing</b>: Hell is filled with people like you.<br><br><b>Joey Tribbiani</b>: (entering) He's back! The peeper's back!<br><br>(Rachel enters from her room.)<br><br><b>Joey Tribbiani</b>: (ducking) Get down!<br><br><b>Rachel Green</b>: Get down?<br><br><b>Chandler Bing</b>: ...And boogie!<br><br>,Chandler Bing,1,0,0,1,0
143,01_e20_c09,"<b>s01_e20_c09(0) for Chandler Bing</b><br><br><b>Ross Geller</b>: Four letters: ""Circle or hoop"".<br><br><b>Chandler Bing</b>: Ring dammit, ring!<br><br><b>Ross Geller</b>: Thanks.<br><br><b>Joey Tribbiani</b>: (entering) Hey, you know our phone's not working?<br><br><b>Chandler Bing</b>: What?!<br><br><b>Joey Tribbiani</b>: I tried to call you from the coffee shop, and there was no answer.<br><br><b>Chandler Bing</b>: (investigating) I turned it off. Mother of God, I turned it off!<br><br><b>Monica Geller</b>: Just like you told her you did! (Chandler glares at her.) ... Just pointing out the irony.<br><br><b>Joey Tribbiani</b>: Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?<br><br><b>Chandler Bing</b>: Nngghhh!!!!!!!<br><br>",Chandler Bing,1,1,1,1,1
144,01_e20_c09,"<b>s01_e20_c09(0) for Joey Tribbiani</b><br><br><b>Ross Geller</b>: Four letters: ""Circle or hoop"".<br><br><b>Chandler Bing</b>: Ring dammit, ring!<br><br><b>Ross Geller</b>: Thanks.<br><br><b>Joey Tribbiani</b>: (entering) Hey, you know our phone's not working?<br><br><b>Chandler Bing</b>: What?!<br><br><b>Joey Tribbiani</b>: I tried to call you from the coffee shop, and there was no answer.<br><br><b>Chandler Bing</b>: (investigating) I turned it off. Mother of God, I turned it off!<br><br><b>Monica Geller</b>: Just like you told her you did! (Chandler glares at her.) ... Just pointing out the irony.<br><br><b>Joey Tribbiani</b>: Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?<br><br><b>Chandler Bing</b>: Nngghhh!!!!!!!<br><br><b>Joey Tribbiani</b>: (to Monica) Can I use your phone? (On phone) Yeah, the number for a Sidney Marks, please.<br><br><b>Ross Geller</b>: ""Heating device.""<br><br><b>Phoebe Buffay</b>: Radiator.<br><br><b>Ross Geller</b>: Five letters.<br><br><b>Phoebe Buffay</b>: Rdtor.<br><br><b>Joey Tribbiani</b>: (on phone) Yeah, is Sidney there? (Listens) Oh, this is? (To the gang) Sidney's a woman.<br><br><b>Monica Geller</b>: So she's a woman! So what?<br><br><b>Joey Tribbiani</b>: Yeah. Yeah, so what? (On phone) Look, I live across the street, (walking to the window) and I know all about you and your little telescope, and I don't appreciate it, okay? (Listens) Yeah, I can see you right now! (Listens) Hello! (Listens) If I wanna walk around my apartment in my underwear, I shouldn't have to feel like(Listens)Thank you, but... that's not really the point... (Listens) The point is that... (Listens) Mostly free weights, but occasionally..<br><br>",Joey Tribbiani,0,1,0,0,1
145,01_e20_c09,"<b>s01_e20_c09(0) for Monica Geller</b><br><br><b>Ross Geller</b>: ""Heating device.""<br><br><b>Phoebe Buffay</b>: Radiator.<br><br><b>Ross Geller</b>: Five letters.<br><br><b>Phoebe Buffay</b>: Rdtor.<br><br><b>Joey Tribbiani</b>: (on phone) Yeah, is Sidney there? (Listens) Oh, this is? (To the gang) Sidney's a woman.<br><br><b>Monica Geller</b>: So she's a woman! So what?<br><br><b>Joey Tribbiani</b>: Yeah. Yeah, so what? (On phone) Look, I live across the street, (walking to the window) and I know all about you and your little telescope, and I don't appreciate it, okay? (Listens) Yeah, I can see you right now! (Listens) Hello! (Listens) If I wanna walk around my apartment in my underwear, I shouldn't have to feel like(Listens)Thank you, but... that's not really the point... (Listens) The point is that... (Listens) Mostly free weights, but occasionally..<br><br>",Monica Geller,1,0,1,1,1
